Date,Nifty
01-01-2009,3033.45
02-01-2009,3046.75
05-01-2009,3121.45
06-01-2009,3112.8
07-01-2009,2920.4
09-01-2009,2873
12-01-2009,2773.1
13-01-2009,2744.95
14-01-2009,2835.3
15-01-2009,2736.7
16-01-2009,2828.45
19-01-2009,2846.2
20-01-2009,2796.6
21-01-2009,2706.15
22-01-2009,2713.8
23-01-2009,2678.55
27-01-2009,2771.35
28-01-2009,2849.5
29-01-2009,2823.95
30-01-2009,2874.8
02-02-2009,2766.65
03-02-2009,2783.9
04-02-2009,2803.05
05-02-2009,2780.05
06-02-2009,2843.1
09-02-2009,2919.9
10-02-2009,2934.5
11-02-2009,2925.7
12-02-2009,2893.05
13-02-2009,2948.35
16-02-2009,2848.5
17-02-2009,2770.5
18-02-2009,2776.15
19-02-2009,2789.35
20-02-2009,2736.45
24-02-2009,2733.9
25-02-2009,2762.5
26-02-2009,2785.65
27-02-2009,2763.65
02-03-2009,2674.6
03-03-2009,2622.4
04-03-2009,2645.2
05-03-2009,2576.7
06-03-2009,2620.15
09-03-2009,2573.15
12-03-2009,2617.45
13-03-2009,2719.25
16-03-2009,2777.25
17-03-2009,2757.45
18-03-2009,2794.7
19-03-2009,2807.15
20-03-2009,2807.05
23-03-2009,2939.9
24-03-2009,2938.7
25-03-2009,2984.35
26-03-2009,3082.25
27-03-2009,3108.65
30-03-2009,2978.15
31-03-2009,3020.95
01-04-2009,3060.35
02-04-2009,3211.05
06-04-2009,3256.6
08-04-2009,3342.95
09-04-2009,3342.05
13-04-2009,3382.6
15-04-2009,3484.15
16-04-2009,3369.5
17-04-2009,3384.4
20-04-2009,3377.1
21-04-2009,3365.3
22-04-2009,3330.3
23-04-2009,3423.7
24-04-2009,3480.75
27-04-2009,3470
28-04-2009,3362.35
29-04-2009,3473.95
04-05-2009,3654
05-05-2009,3661.9
06-05-2009,3625.05
07-05-2009,3683.9
08-05-2009,3620.7
11-05-2009,3554.6
12-05-2009,3681.1
13-05-2009,3635.25
14-05-2009,3593.45
15-05-2009,3671.65
18-05-2009,4323.15
19-05-2009,4318.45
20-05-2009,4270.3
21-05-2009,4210.9
22-05-2009,4238.5
25-05-2009,4237.55
26-05-2009,4116.7
27-05-2009,4276.05
28-05-2009,4337.1
29-05-2009,4448.95
01-06-2009,4529.9
02-06-2009,4525.25
03-06-2009,4530.7
04-06-2009,4572.65
05-06-2009,4586.9
08-06-2009,4429.9
09-06-2009,4550.95
10-06-2009,4655.25
11-06-2009,4637.7
12-06-2009,4583.4
15-06-2009,4484
16-06-2009,4517.8
17-06-2009,4356.15
18-06-2009,4251.4
19-06-2009,4313.6
22-06-2009,4235.25
23-06-2009,4247
24-06-2009,4292.95
25-06-2009,4241.85
26-06-2009,4375.5
29-06-2009,4390.95
30-06-2009,4291.1
01-07-2009,4340.9
02-07-2009,4348.85
03-07-2009,4424.25
06-07-2009,4165.7
07-07-2009,4202.15
08-07-2009,4078.9
09-07-2009,4080.95
10-07-2009,4003.9
13-07-2009,3974.05
14-07-2009,4111.4
15-07-2009,4233.5
16-07-2009,4231.4
17-07-2009,4374.95
20-07-2009,4502.25
21-07-2009,4469.1
22-07-2009,4398.9
23-07-2009,4523.75
24-07-2009,4568.55
27-07-2009,4572.3
28-07-2009,4564.1
29-07-2009,4513.5
30-07-2009,4571.45
31-07-2009,4636.45
03-08-2009,4711.4
04-08-2009,4680.5
05-08-2009,4694.15
06-08-2009,4585.5
07-08-2009,4481.4
10-08-2009,4437.65
11-08-2009,4471.35
12-08-2009,4457.5
13-08-2009,4605
14-08-2009,4580.05
17-08-2009,4387.9
18-08-2009,4458.9
19-08-2009,4394.1
20-08-2009,4453.45
21-08-2009,4528.8
24-08-2009,4642.8
25-08-2009,4659.35
26-08-2009,4680.85
27-08-2009,4688.2
28-08-2009,4732.35
31-08-2009,4662.1
01-09-2009,4625.35
02-09-2009,4608.35
03-09-2009,4593.55
04-09-2009,4680.4
07-09-2009,4782.9
08-09-2009,4805.25
09-09-2009,4814.25
10-09-2009,4819.4
11-09-2009,4829.55
14-09-2009,4808.6
15-09-2009,4892.1
16-09-2009,4958.4
17-09-2009,4965.55
18-09-2009,4976.05
22-09-2009,5020.2
23-09-2009,4969.95
24-09-2009,4986.55
25-09-2009,4958.95
29-09-2009,5006.85
30-09-2009,5083.95
01-10-2009,5083.4
05-10-2009,5003.2
06-10-2009,5027.4
07-10-2009,4985.75
08-10-2009,5002.25
09-10-2009,4945.2
12-10-2009,5054.25
14-10-2009,5118.2
15-10-2009,5108.85
16-10-2009,5142.15
20-10-2009,5114.45
21-10-2009,5063.6
22-10-2009,4988.6
23-10-2009,4997.05
26-10-2009,4970.9
27-10-2009,4846.7
28-10-2009,4826.15
29-10-2009,4750.55
30-10-2009,4711.7
03-11-2009,4563.9
04-11-2009,4710.8
05-11-2009,4765.55
06-11-2009,4796.15
09-11-2009,4898.4
10-11-2009,4881.7
11-11-2009,5003.95
12-11-2009,4952.65
13-11-2009,4998.95
16-11-2009,5058.05
17-11-2009,5062.25
18-11-2009,5054.7
19-11-2009,4989
20-11-2009,5052.45
23-11-2009,5103.55
24-11-2009,5090.55
25-11-2009,5108.15
26-11-2009,5005.55
27-11-2009,4941.75
30-11-2009,5032.7
01-12-2009,5122
02-12-2009,5123.25
03-12-2009,5131.7
04-12-2009,5108.9
07-12-2009,5066.7
08-12-2009,5147.95
09-12-2009,5112
10-12-2009,5134.65
11-12-2009,5117.3
14-12-2009,5105.7
15-12-2009,5033.05
16-12-2009,5042.05
17-12-2009,5041.75
18-12-2009,4987.7
21-12-2009,4952.6
22-12-2009,4985.85
23-12-2009,5144.6
24-12-2009,5178.4
29-12-2009,5187.95
30-12-2009,5169.45
31-12-2009,5201.05
04-01-2010,5232.2
05-01-2010,5277.9
06-01-2010,5281.8
07-01-2010,5263.1
08-01-2010,5244.75
11-01-2010,5249.4
12-01-2010,5210.4
13-01-2010,5233.95
14-01-2010,5259.9
15-01-2010,5252.2
18-01-2010,5274.85
19-01-2010,5225.65
20-01-2010,5221.7
21-01-2010,5094.15
22-01-2010,5036
25-01-2010,5007.9
27-01-2010,4853.1
28-01-2010,4867.25
29-01-2010,4882.05
01-02-2010,4899.7
02-02-2010,4830.1
03-02-2010,4931.85
04-02-2010,4845.35
05-02-2010,4718.65
08-02-2010,4760.4
09-02-2010,4792.65
10-02-2010,4757.2
11-02-2010,4826.85
15-02-2010,4801.95
16-02-2010,4855.75
17-02-2010,4914
18-02-2010,4887.75
19-02-2010,4844.9
22-02-2010,4856.4
23-02-2010,4870.05
24-02-2010,4858.6
25-02-2010,4859.75
26-02-2010,4922.3
02-03-2010,5017
03-03-2010,5088.1
04-03-2010,5080.25
05-03-2010,5088.7
08-03-2010,5124
09-03-2010,5101.5
10-03-2010,5116.25
11-03-2010,5133.4
12-03-2010,5137
15-03-2010,5128.9
16-03-2010,5198.1
17-03-2010,5231.9
18-03-2010,5245.9
19-03-2010,5262.8
22-03-2010,5205.2
23-03-2010,5225.3
25-03-2010,5260.4
26-03-2010,5282
29-03-2010,5302.85
30-03-2010,5262.45
31-03-2010,5249.1
01-04-2010,5290.5
05-04-2010,5368.4
06-04-2010,5366
07-04-2010,5374.65
08-04-2010,5304.45
09-04-2010,5361.75
12-04-2010,5339.7
13-04-2010,5322.95
15-04-2010,5273.6
16-04-2010,5262.6
19-04-2010,5203.65
20-04-2010,5230.1
21-04-2010,5244.9
22-04-2010,5269.35
23-04-2010,5304.1
26-04-2010,5322.45
27-04-2010,5308.35
28-04-2010,5215.45
29-04-2010,5254.15
30-04-2010,5278
03-05-2010,5222.75
04-05-2010,5148.5
05-05-2010,5124.9
06-05-2010,5090.85
07-05-2010,5018.05
10-05-2010,5193.6
11-05-2010,5136.15
12-05-2010,5156.65
13-05-2010,5178.9
14-05-2010,5093.5
17-05-2010,5059.9
18-05-2010,5066.2
19-05-2010,4919.65
20-05-2010,4947.6
21-05-2010,4931.15
24-05-2010,4943.95
25-05-2010,4806.75
26-05-2010,4917.4
27-05-2010,5003.1
28-05-2010,5066.55
31-05-2010,5086.3
01-06-2010,4970.2
02-06-2010,5019.85
03-06-2010,5110.5
04-06-2010,5135.5
07-06-2010,5034
08-06-2010,4987.1
09-06-2010,5000.3
10-06-2010,5078.6
11-06-2010,5119.35
14-06-2010,5197.7
15-06-2010,5222.35
16-06-2010,5233.35
17-06-2010,5274.85
18-06-2010,5262.6
21-06-2010,5353.3
22-06-2010,5316.55
23-06-2010,5323.15
24-06-2010,5320.6
25-06-2010,5269.05
28-06-2010,5333.5
29-06-2010,5256.15
30-06-2010,5312.5
01-07-2010,5251.4
02-07-2010,5237.1
05-07-2010,5235.9
06-07-2010,5289.05
07-07-2010,5241.1
08-07-2010,5296.85
09-07-2010,5352.45
12-07-2010,5383
13-07-2010,5400.65
14-07-2010,5386.15
15-07-2010,5378.75
16-07-2010,5393.9
19-07-2010,5386.45
20-07-2010,5368
21-07-2010,5399.35
22-07-2010,5441.95
23-07-2010,5449.1
26-07-2010,5418.6
27-07-2010,5430.6
28-07-2010,5397.55
29-07-2010,5408.9
30-07-2010,5367.6
02-08-2010,5431.65
03-08-2010,5439.55
04-08-2010,5467.85
05-08-2010,5447.1
06-08-2010,5439.25
09-08-2010,5486.15
10-08-2010,5460.7
11-08-2010,5420.6
12-08-2010,5416.45
13-08-2010,5452.1
16-08-2010,5418.3
17-08-2010,5414.15
18-08-2010,5479.15
19-08-2010,5540.2
20-08-2010,5530.65
23-08-2010,5543.5
24-08-2010,5505.1
25-08-2010,5462.35
26-08-2010,5477.9
27-08-2010,5408.7
30-08-2010,5415.45
31-08-2010,5402.4
01-09-2010,5471.85
02-09-2010,5486.15
03-09-2010,5479.4
06-09-2010,5576.95
07-09-2010,5604
08-09-2010,5607.85
09-09-2010,5640.05
13-09-2010,5760
14-09-2010,5795.55
15-09-2010,5860.95
16-09-2010,5828.7
17-09-2010,5884.95
20-09-2010,5980.45
21-09-2010,6009.05
22-09-2010,5991
23-09-2010,5959.55
24-09-2010,6018.3
27-09-2010,6035.65
28-09-2010,6029.5
29-09-2010,5991.3
30-09-2010,6029.95
01-10-2010,6143.4
04-10-2010,6159.45
05-10-2010,6145.8
06-10-2010,6186.45
07-10-2010,6120.3
08-10-2010,6103.45
11-10-2010,6135.85
12-10-2010,6090.9
13-10-2010,6233.9
14-10-2010,6177.35
15-10-2010,6062.65
18-10-2010,6075.95
19-10-2010,6027.3
20-10-2010,5982.1
21-10-2010,6101.5
22-10-2010,6066.05
25-10-2010,6105.8
26-10-2010,6082
27-10-2010,6012.65
28-10-2010,5987.7
29-10-2010,6017.7
01-11-2010,6117.55
02-11-2010,6119
03-11-2010,6160.5
04-11-2010,6281.8
05-11-2010,6312.45
08-11-2010,6273.2
09-11-2010,6301.55
10-11-2010,6275.7
11-11-2010,6194.25
12-11-2010,6071.65
15-11-2010,6121.6
16-11-2010,5988.7
18-11-2010,5998.8
19-11-2010,5890.3
22-11-2010,6010
23-11-2010,5934.75
24-11-2010,5865.75
25-11-2010,5799.75
26-11-2010,5751.95
29-11-2010,5830
30-11-2010,5862.7
01-12-2010,5960.9
02-12-2010,6011.7
03-12-2010,5992.8
06-12-2010,5992.25
07-12-2010,5976.55
08-12-2010,5903.7
09-12-2010,5766.5
10-12-2010,5857.35
13-12-2010,5907.65
14-12-2010,5944.1
15-12-2010,5892.3
16-12-2010,5948.75
20-12-2010,5947.05
21-12-2010,6000.65
22-12-2010,5984.4
23-12-2010,5980
24-12-2010,6011.6
27-12-2010,5998.1
28-12-2010,5996
29-12-2010,6060.35
30-12-2010,6101.85
31-12-2010,6134.5
03-01-2011,6157.6
04-01-2011,6146.35
05-01-2011,6079.8
06-01-2011,6048.25
07-01-2011,5904.6
10-01-2011,5762.85
11-01-2011,5754.1
12-01-2011,5863.25
13-01-2011,5751.9
14-01-2011,5654.55
17-01-2011,5654.75
18-01-2011,5724.05
19-01-2011,5691.05
20-01-2011,5711.6
21-01-2011,5696.5
24-01-2011,5743.25
25-01-2011,5687.4
27-01-2011,5604.3
28-01-2011,5512.15
31-01-2011,5505.9
01-02-2011,5417.2
02-02-2011,5432
03-02-2011,5526.75
04-02-2011,5395.75
07-02-2011,5396
08-02-2011,5312.55
09-02-2011,5253.55
10-02-2011,5225.8
11-02-2011,5310
14-02-2011,5456
15-02-2011,5481
16-02-2011,5481.7
17-02-2011,5546.45
18-02-2011,5458.95
21-02-2011,5518.6
22-02-2011,5469.2
23-02-2011,5437.35
24-02-2011,5262.7
25-02-2011,5303.55
28-02-2011,5333.25
01-03-2011,5522.3
03-03-2011,5536.2
04-03-2011,5538.75
07-03-2011,5463.15
08-03-2011,5520.8
09-03-2011,5531
10-03-2011,5494.4
11-03-2011,5445.45
14-03-2011,5531.5
15-03-2011,5449.65
16-03-2011,5511.15
17-03-2011,5446.65
18-03-2011,5373.7
21-03-2011,5364.75
22-03-2011,5413.85
23-03-2011,5480.25
24-03-2011,5522.4
25-03-2011,5654.25
28-03-2011,5687.25
29-03-2011,5736.35
30-03-2011,5787.65
31-03-2011,5833.75
01-04-2011,5826.05
04-04-2011,5908.45
05-04-2011,5910.05
06-04-2011,5891.75
07-04-2011,5885.7
08-04-2011,5842
11-04-2011,5785.7
13-04-2011,5911.5
15-04-2011,5824.55
18-04-2011,5729.1
19-04-2011,5740.75
20-04-2011,5851.65
21-04-2011,5884.7
25-04-2011,5874.5
26-04-2011,5868.4
27-04-2011,5833.9
28-04-2011,5785.45
29-04-2011,5749.5
02-05-2011,5701.3
03-05-2011,5565.25
04-05-2011,5537.15
05-05-2011,5459.85
06-05-2011,5551.45
09-05-2011,5551.1
10-05-2011,5541.25
11-05-2011,5565.05
12-05-2011,5486.15
13-05-2011,5544.75
16-05-2011,5499
17-05-2011,5438.95
18-05-2011,5420.6
19-05-2011,5428.1
20-05-2011,5486.35
23-05-2011,5386.55
24-05-2011,5394.85
25-05-2011,5348.95
26-05-2011,5412.35
27-05-2011,5476.1
30-05-2011,5473.1
31-05-2011,5560.15
01-06-2011,5592
02-06-2011,5550.35
03-06-2011,5516.75
06-06-2011,5532.05
07-06-2011,5556.15
08-06-2011,5526.85
09-06-2011,5521.05
10-06-2011,5485.8
13-06-2011,5482.8
14-06-2011,5500.5
15-06-2011,5447.5
16-06-2011,5396.75
17-06-2011,5366.4
20-06-2011,5257.9
21-06-2011,5275.85
22-06-2011,5278.3
23-06-2011,5320
24-06-2011,5471.25
27-06-2011,5526.6
28-06-2011,5545.3
29-06-2011,5600.45
30-06-2011,5647.4
01-07-2011,5627.2
04-07-2011,5650.5
05-07-2011,5632.1
06-07-2011,5625.45
07-07-2011,5728.95
08-07-2011,5660.65
11-07-2011,5616.1
12-07-2011,5526.15
13-07-2011,5585.45
14-07-2011,5599.8
15-07-2011,5581.1
18-07-2011,5567.05
19-07-2011,5613.55
20-07-2011,5567.05
21-07-2011,5541.6
22-07-2011,5633.95
25-07-2011,5680.3
26-07-2011,5574.85
27-07-2011,5546.8
28-07-2011,5487.75
29-07-2011,5482
01-08-2011,5516.8
02-08-2011,5456.55
03-08-2011,5404.8
04-08-2011,5331.8
05-08-2011,5211.25
08-08-2011,5118.5
09-08-2011,5072.85
10-08-2011,5161
11-08-2011,5138.3
12-08-2011,5072.95
16-08-2011,5035.8
17-08-2011,5056.6
18-08-2011,4944.15
19-08-2011,4845.65
22-08-2011,4898.8
23-08-2011,4948.9
24-08-2011,4888.9
25-08-2011,4839.6
26-08-2011,4747.8
29-08-2011,4919.6
30-08-2011,5001
02-09-2011,5040
05-09-2011,5017.2
06-09-2011,5064.3
07-09-2011,5124.65
08-09-2011,5153.25
09-09-2011,5059.45
12-09-2011,4946.8
13-09-2011,4940.95
14-09-2011,5012.55
15-09-2011,5075.7
16-09-2011,5084.25
19-09-2011,5031.95
20-09-2011,5140.2
21-09-2011,5133.25
22-09-2011,4923.65
23-09-2011,4867.75
26-09-2011,4835.4
27-09-2011,4971.25
28-09-2011,4945.9
29-09-2011,5015.45
30-09-2011,4943.25
03-10-2011,4849.5
04-10-2011,4772.15
05-10-2011,4751.3
07-10-2011,4888.05
10-10-2011,4979.6
11-10-2011,4974.35
12-10-2011,5099.4
13-10-2011,5077.85
14-10-2011,5132.3
17-10-2011,5118.25
18-10-2011,5037.5
19-10-2011,5139.15
20-10-2011,5091.9
21-10-2011,5049.95
24-10-2011,5098.35
25-10-2011,5191.6
26-10-2011,5201.8
28-10-2011,5360.7
31-10-2011,5326.6
01-11-2011,5257.95
02-11-2011,5258.45
03-11-2011,5265.75
04-11-2011,5284.2
08-11-2011,5289.35
09-11-2011,5221.05
11-11-2011,5168.85
14-11-2011,5148.35
15-11-2011,5068.5
16-11-2011,5030.45
17-11-2011,4934.75
18-11-2011,4905.8
21-11-2011,4778.35
22-11-2011,4812.35
23-11-2011,4706.45
24-11-2011,4756.45
25-11-2011,4710.05
28-11-2011,4851.3
29-11-2011,4805.1
30-11-2011,4832.05
01-12-2011,4936.85
02-12-2011,5050.15
05-12-2011,5039.15
07-12-2011,5062.6
08-12-2011,4943.65
09-12-2011,4866.7
12-12-2011,4764.6
13-12-2011,4800.6
14-12-2011,4763.25
15-12-2011,4746.35
16-12-2011,4651.6
19-12-2011,4613.1
20-12-2011,4544.2
21-12-2011,4693.15
22-12-2011,4733.85
23-12-2011,4714
26-12-2011,4779
27-12-2011,4750.5
28-12-2011,4705.8
29-12-2011,4646.25
30-12-2011,4624.3
02-01-2012,4636.75
03-01-2012,4765.3
04-01-2012,4749.65
05-01-2012,4749.95
06-01-2012,4754.1
09-01-2012,4742.8
10-01-2012,4849.55
11-01-2012,4860.95
12-01-2012,4831.25
13-01-2012,4866
16-01-2012,4873.9
17-01-2012,4967.3
18-01-2012,4955.8
19-01-2012,5018.4
20-01-2012,5048.6
23-01-2012,5046.25
24-01-2012,5127.35
25-01-2012,5158.3
27-01-2012,5204.7
30-01-2012,5087.3
31-01-2012,5199.25
01-02-2012,5235.7
02-02-2012,5269.9
03-02-2012,5325.85
06-02-2012,5361.65
07-02-2012,5335.15
08-02-2012,5368.15
09-02-2012,5412.35
10-02-2012,5381.6
13-02-2012,5390.2
14-02-2012,5416.05
15-02-2012,5531.95
16-02-2012,5521.95
17-02-2012,5564.3
21-02-2012,5607.15
22-02-2012,5505.35
23-02-2012,5483.3
24-02-2012,5429.3
27-02-2012,5281.2
28-02-2012,5375.5
29-02-2012,5385.2
01-03-2012,5339.75
02-03-2012,5359.35
05-03-2012,5280.35
06-03-2012,5222.4
07-03-2012,5220.45
09-03-2012,5333.55
12-03-2012,5359.55
13-03-2012,5429.5
14-03-2012,5463.9
15-03-2012,5380.5
16-03-2012,5317.9
19-03-2012,5257.05
20-03-2012,5274.85
21-03-2012,5364.95
22-03-2012,5228.45
23-03-2012,5278.2
26-03-2012,5184.25
27-03-2012,5243.15
28-03-2012,5194.75
29-03-2012,5178.85
30-03-2012,5295.55
02-04-2012,5317.9
03-04-2012,5358.5
04-04-2012,5322.9
09-04-2012,5234.4
10-04-2012,5243.6
11-04-2012,5226.85
12-04-2012,5276.85
13-04-2012,5207.45
16-04-2012,5226.2
17-04-2012,5289.7
18-04-2012,5300
19-04-2012,5332.4
20-04-2012,5290.85
23-04-2012,5200.6
24-04-2012,5222.65
25-04-2012,5202
26-04-2012,5189
27-04-2012,5190.6
30-04-2012,5248.15
02-05-2012,5239.15
03-05-2012,5188.4
04-05-2012,5086.85
07-05-2012,5114.15
08-05-2012,4999.95
09-05-2012,4974.8
10-05-2012,4965.7
11-05-2012,4928.9
14-05-2012,4907.8
15-05-2012,4942.8
16-05-2012,4858.25
17-05-2012,4870.2
18-05-2012,4891.45
21-05-2012,4906.05
22-05-2012,4860.5
23-05-2012,4835.65
24-05-2012,4921.4
25-05-2012,4920.4
28-05-2012,4985.65
29-05-2012,4990.1
30-05-2012,4950.75
31-05-2012,4924.25
01-06-2012,4841.6
04-06-2012,4848.15
05-06-2012,4863.3
06-06-2012,4997.1
07-06-2012,5049.65
08-06-2012,5068.35
11-06-2012,5054.1
12-06-2012,5115.9
13-06-2012,5121.45
14-06-2012,5054.75
15-06-2012,5139.05
18-06-2012,5064.25
19-06-2012,5103.85
20-06-2012,5120.55
21-06-2012,5165
22-06-2012,5146.05
25-06-2012,5114.65
26-06-2012,5120.8
27-06-2012,5141.9
28-06-2012,5149.15
29-06-2012,5278.9
02-07-2012,5278.6
03-07-2012,5287.95
04-07-2012,5302.55
05-07-2012,5327.3
06-07-2012,5316.95
09-07-2012,5275.15
10-07-2012,5345.35
11-07-2012,5306.3
12-07-2012,5235.25
13-07-2012,5227.25
16-07-2012,5197.25
17-07-2012,5192.85
18-07-2012,5216.3
19-07-2012,5242.7
20-07-2012,5205.1
23-07-2012,5117.95
24-07-2012,5128.2
25-07-2012,5109.6
26-07-2012,5043
27-07-2012,5099.85
30-07-2012,5199.8
31-07-2012,5229
01-08-2012,5240.5
02-08-2012,5227.75
03-08-2012,5215.7
06-08-2012,5282.55
07-08-2012,5336.7
08-08-2012,5338
09-08-2012,5322.95
10-08-2012,5320.4
13-08-2012,5347.9
14-08-2012,5380.35
16-08-2012,5362.95
17-08-2012,5366.3
21-08-2012,5421
22-08-2012,5412.85
23-08-2012,5415.35
24-08-2012,5386.7
27-08-2012,5350.25
28-08-2012,5334.6
29-08-2012,5287.8
30-08-2012,5315.05
31-08-2012,5258.5
03-09-2012,5253.75
04-09-2012,5274
05-09-2012,5225.7
06-09-2012,5238.4
07-09-2012,5342.1
10-09-2012,5363.45
11-09-2012,5390
12-09-2012,5431
13-09-2012,5435.35
14-09-2012,5577.65
17-09-2012,5610
18-09-2012,5600.05
20-09-2012,5554.25
21-09-2012,5691.15
24-09-2012,5669.6
25-09-2012,5673.9
26-09-2012,5663.45
27-09-2012,5649.5
28-09-2012,5703.3
01-10-2012,5718.8
03-10-2012,5731.25
04-10-2012,5787.6
05-10-2012,5746.95
08-10-2012,5676
09-10-2012,5704.6
10-10-2012,5652.15
11-10-2012,5708.05
12-10-2012,5676.05
15-10-2012,5687.25
16-10-2012,5648
17-10-2012,5660.25
18-10-2012,5718.7
19-10-2012,5684.25
22-10-2012,5717.15
23-10-2012,5691.4
25-10-2012,5705.3
26-10-2012,5664.3
29-10-2012,5665.6
30-10-2012,5597.9
31-10-2012,5619.7
01-11-2012,5645.05
02-11-2012,5697.7
05-11-2012,5704.2
06-11-2012,5724.4
07-11-2012,5760.1
08-11-2012,5738.75
09-11-2012,5686.25
12-11-2012,5683.7
13-11-2012,5666.95
15-11-2012,5631
16-11-2012,5574.05
19-11-2012,5571.4
20-11-2012,5571.55
21-11-2012,5614.8
22-11-2012,5627.75
23-11-2012,5626.6
26-11-2012,5635.9
27-11-2012,5727.45
29-11-2012,5825
30-11-2012,5879.85
03-12-2012,5870.95
04-12-2012,5889.25
05-12-2012,5900.5
06-12-2012,5930.9
07-12-2012,5907.4
10-12-2012,5908.9
11-12-2012,5898.8
12-12-2012,5888
13-12-2012,5851.5
14-12-2012,5879.6
17-12-2012,5857.9
18-12-2012,5896.8
19-12-2012,5929.6
20-12-2012,5916.4
21-12-2012,5847.7
24-12-2012,5855.75
26-12-2012,5905.6
27-12-2012,5870.1
28-12-2012,5908.35
31-12-2012,5905.1
01-01-2013,5950.85
02-01-2013,5993.25
03-01-2013,6009.5
04-01-2013,6016.15
07-01-2013,5988.4
08-01-2013,6001.7
09-01-2013,5971.5
10-01-2013,5968.65
11-01-2013,5951.3
14-01-2013,6024.05
15-01-2013,6056.6
16-01-2013,6001.85
17-01-2013,6039.2
18-01-2013,6064.4
21-01-2013,6082.3
22-01-2013,6048.5
23-01-2013,6054.3
24-01-2013,6019.35
25-01-2013,6074.65
28-01-2013,6074.8
29-01-2013,6049.9
30-01-2013,6055.75
31-01-2013,6034.75
01-02-2013,5998.9
04-02-2013,5987.25
05-02-2013,5956.9
06-02-2013,5959.2
07-02-2013,5938.8
08-02-2013,5903.5
11-02-2013,5897.85
12-02-2013,5922.5
13-02-2013,5932.95
14-02-2013,5896.95
15-02-2013,5887.4
18-02-2013,5898.2
19-02-2013,5939.7
20-02-2013,5943.05
21-02-2013,5852.25
22-02-2013,5850.3
25-02-2013,5854.75
26-02-2013,5761.35
27-02-2013,5796.9
28-02-2013,5693.05
01-03-2013,5719.7
04-03-2013,5698.5
05-03-2013,5784.25
06-03-2013,5818.6
07-03-2013,5863.3
08-03-2013,5945.7
11-03-2013,5942.35
12-03-2013,5914.1
13-03-2013,5851.2
14-03-2013,5908.95
15-03-2013,5872.6
18-03-2013,5835.25
19-03-2013,5745.95
20-03-2013,5694.4
21-03-2013,5658.75
22-03-2013,5651.35
25-03-2013,5633.85
26-03-2013,5641.6
28-03-2013,5682.55
01-04-2013,5704.4
02-04-2013,5748.1
03-04-2013,5672.9
04-04-2013,5574.75
05-04-2013,5553.25
08-04-2013,5542.95
09-04-2013,5495.1
10-04-2013,5558.7
11-04-2013,5594
12-04-2013,5528.55
15-04-2013,5568.4
16-04-2013,5688.95
17-04-2013,5688.7
18-04-2013,5783.1
22-04-2013,5834.4
23-04-2013,5836.9
25-04-2013,5916.3
26-04-2013,5871.45
29-04-2013,5904.1
30-04-2013,5930.2
02-05-2013,5999.35
03-05-2013,5944
06-05-2013,5971.05
07-05-2013,6043.55
08-05-2013,6069.3
09-05-2013,6050.15
10-05-2013,6094.75
13-05-2013,5980.45
14-05-2013,5995.4
15-05-2013,6146.75
16-05-2013,6169.9
17-05-2013,6187.3
20-05-2013,6156.9
21-05-2013,6114.1
22-05-2013,6094.5
23-05-2013,5967.05
24-05-2013,5983.55
27-05-2013,6083.15
28-05-2013,6111.25
29-05-2013,6104.3
30-05-2013,6124.05
31-05-2013,5985.95
03-06-2013,5939.3
04-06-2013,5919.45
05-06-2013,5923.85
06-06-2013,5921.4
07-06-2013,5881
10-06-2013,5878
11-06-2013,5788.8
12-06-2013,5760.2
13-06-2013,5699.1
14-06-2013,5808.4
17-06-2013,5850.05
18-06-2013,5813.6
19-06-2013,5822.25
20-06-2013,5655.9
21-06-2013,5667.65
24-06-2013,5590.25
25-06-2013,5609.1
26-06-2013,5588.7
27-06-2013,5682.35
28-06-2013,5842.2
01-07-2013,5898.85
02-07-2013,5857.55
03-07-2013,5770.9
04-07-2013,5836.95
05-07-2013,5867.9
08-07-2013,5811.55
09-07-2013,5859
10-07-2013,5816.7
11-07-2013,5935.1
12-07-2013,6009
15-07-2013,6030.8
16-07-2013,5955.25
17-07-2013,5973.3
18-07-2013,6038.05
19-07-2013,6029.2
22-07-2013,6031.8
23-07-2013,6077.8
24-07-2013,5990.5
25-07-2013,5907.5
26-07-2013,5886.2
29-07-2013,5831.65
30-07-2013,5755.05
31-07-2013,5742
01-08-2013,5727.85
02-08-2013,5677.9
05-08-2013,5685.4
06-08-2013,5542.25
07-08-2013,5519.1
08-08-2013,5565.65
12-08-2013,5612.4
13-08-2013,5699.3
14-08-2013,5742.3
16-08-2013,5507.85
19-08-2013,5414.75
20-08-2013,5401.45
21-08-2013,5302.55
22-08-2013,5408.45
23-08-2013,5471.75
26-08-2013,5476.5
27-08-2013,5287.45
28-08-2013,5285
29-08-2013,5409.05
30-08-2013,5471.8
02-09-2013,5550.75
03-09-2013,5341.45
04-09-2013,5448.1
05-09-2013,5592.95
06-09-2013,5680.4
10-09-2013,5896.75
11-09-2013,5913.15
12-09-2013,5850.7
13-09-2013,5850.6
16-09-2013,5840.55
17-09-2013,5850.2
18-09-2013,5899.45
19-09-2013,6115.55
20-09-2013,6012.1
23-09-2013,5889.75
24-09-2013,5892.45
25-09-2013,5873.85
26-09-2013,5882.25
27-09-2013,5833.2
30-09-2013,5735.3
01-10-2013,5780.05
03-10-2013,5909.7
04-10-2013,5907.3
